company	amt	amtRatio	contracts	contRatio	employees
Forberg Scientific Incorporated	37693.08	0.0018	2	0.0041	60
Maxentric Technologies, Llc	749897.0	0.0023	3	0.0061	22
Bastion Technologies Incorporated	12218740.75	0.0108	14	0.0285	530
Gorilla Circuits	4762.72	0.0018	2	0.0041	220
Hellma Usa Incorporated	33325.0	0.0018	1	0.002	200
Inuteq, Llc	4077528.4	0.0048	5	0.0102	14
Scotchman Industries Incorporated	27445.25	0.0018	1	0.002	0
Helicopter Transport Services (canada) Incorporated	66311.4	0.0018	1	0.002	180
Diversified Technical Systems Incorporated	31763.0	0.0018	3	0.0061	60
Baggette Construction Incorporated	109316.0	0.0018	3	0.0061	34
Microtronics Incorporated	-14933.8	0.0017	2	0.0041	8
Stellar Solutions Incorporated	656685.1	0.0022	1	0.002	129
Milestek Corporation	3559.78	0.0018	2	0.0041	448
Provac Sales Incorporated	6286.88	0.0018	1	0.002	5
B&b Business Solutions Incorporated	6506.5	0.0018	3	0.0061	200
University Of California Merced	29757.0	0.0018	1	0.002	750
Levey & Wright, P.C.	295.4	0.0018	1	0.002	1
J&f Enterprise	98681.0	0.0018	2	0.0041	2
Escgov	215615.98	0.0019	1	0.002	2
Velmex Incorporated	-1.5	0.0018	1	0.002	31
Dynamac Corporation	2355819.9	0.0035	12	0.0244	264
Intelligent Automation Incorporated	2342265.0	0.0035	4	0.0081	160
University Of California, Berkeley	-58.02	0.0018	5	0.0102	10000
Al Razaq Computing Services	8861190.89	0.0083	35	0.0713	97
Nuhertz Technologies, Llc	4524.0	0.0018	1	0.002	2
Oceanside Photograph And Telescope Incorporated	3719.1	0.0018	1	0.002	31
Logical-r Joint Venture, Llc	113469.0	0.0018	1	0.002	1
Silverson Machines Incorporated	5557.62	0.0018	2	0.0041	14
Lorad, Llc	-287.7	0.0018	1	0.002	22
Altius Space Machines Incorporated	499659.3	0.0021	1	0.002	4
Geovisual Technologies Incorporated	123358.0	0.0019	1	0.002	2
Microsense, Llc	6225.0	0.0018	1	0.002	36
Oxigraf Incorporated	-34.18	0.0018	1	0.002	10
Laser And Plasma Technologies Llc	123771.0	0.0019	1	0.002	4
Meadowlark Optics Incorporated	9395.64	0.0018	1	0.002	25
Optimax Systems Incorporated	142357.0	0.0019	2	0.0041	200
Astro Haven Enterprises Incorporated	34754.0	0.0018	3	0.0061	49
Acent Laboratories Llc	124484.0	0.0019	1	0.002	7
Material Testing Technology Incorporated	11685.0	0.0018	1	0.002	12
Microtherm Incorporated	-16763.68	0.0017	1	0.002	180
William Marsh Rice University	747767.01	0.0023	16	0.0326	2300
Cutting Edge Optronics Incorporated	17799.0	0.0018	1	0.002	65300
Wolfram Research Incorporated	56184.44	0.0018	6	0.0122	500
North Coast Two Way Radio Incorporated	6213.0	0.0018	1	0.002	8
Humphreys & Associates Incorporated	44550.0	0.0018	2	0.0041	16
Dearborn Group Incorporated	13098.0	0.0018	2	0.0041	48
Fotronic Corporation	43430.6	0.0018	6	0.0122	35
Honeybee Robotics Ltd	1402479.43	0.0028	8	0.0163	40
Sectek Incorporated	2468349.69	0.0036	6	0.0122	1097
Securadyne Systems Southeast, Llc	37336.5	0.0018	2	0.0041	150
Wolf Creek Federal Services Incorporated	19599.0	0.0018	1	0.002	109
Creative Management Technology Incorporated	36106.33	0.0018	3	0.0061	100
Microdisc Incorporated	62485.0	0.0018	1	0.002	6
Tista Science And Technology Corporation	100946.0	0.0018	2	0.0041	130
Learning Tree International, U	50662.0	0.0018	2	0.0041	0
Science Engineering Associates Incorporated	4765.36	0.0018	1	0.002	9
Microgate Systems Ltd	67184.0	0.0018	2	0.0041	3
Adrian Technologies Incorporated	13158.0	0.0018	1	0.002	3
Apogee Imaging Systems Incorporated	25121.4	0.0018	2	0.0041	22
Environmental Compliance System Incorporated	-1.29	0.0018	1	0.002	2
Dynamic Imaging, Llc	7345.0	0.0018	1	0.002	1
Sea-bird Electronics Incorporated	3295.0	0.0018	1	0.002	50000
Advanced Systems & Technologies Incorporated	249557.0	0.0019	2	0.0041	9
Mayer Electric Supply Company Incorporated	71287.42	0.0018	1	0.002	910
Giant Impact, Llc	5245.0	0.0018	1	0.002	45
Union Process Incorporated	24994.25	0.0018	1	0.002	40
Inficon Incorporated	41625.95	0.0018	2	0.0041	230
San Mateo County Community College District	2484.0	0.0018	1	0.002	2200
Renishaw Incorporated	6321.45	0.0018	1	0.002	2175
M.P. Environmental Services Incorporated	36260.43	0.0018	9	0.0183	175
Peninsula Mediation Center Incorporated	8814.0	0.0018	8	0.0163	2
American Metals Incorporated	3005.59	0.0018	4	0.0081	20
Clarus Glassboards Llc	4818.4	0.0018	1	0.002	11
American Innovations Incorporated	3133.9	0.0018	1	0.002	7
Southwestern Dakotah Incorporated	176175.0	0.0019	5	0.0102	12
Skolnik, Harry	5975.0	0.0018	1	0.002	1
Materials Research & Design Incorporated	1498887.0	0.0029	2	0.0041	22
Central Industrial Supply Incorporated	11652.0	0.0018	1	0.002	30
Bridges Btc Incorporated	189734.14	0.0019	1	0.002	105
Ohio Pipe Valves & Fittings Incorporated	-7.0	0.0018	1	0.002	18
Manzi Metals Incorporated	40042.4	0.0018	2	0.0041	12
Sonnet Software Incorporated	22412.25	0.0018	3	0.0061	21
Epoch Concepts, Llc	3148.95	0.0018	1	0.002	7
Leidos Incorporated	-4921.0	0.0018	1	0.002	23000
Lrp Publications Incorporated	3644.0	0.0018	1	0.002	400
Survice Engineering Company, Llc	124969.0	0.0019	1	0.002	400
Ultimate Aviation Solutions Incorporated	4298.52	0.0018	1	0.002	5
Applied Optimization Incorporated	123135.0	0.0019	1	0.002	18
Florida Turbine Technologies Incorporated	124815.0	0.0019	1	0.002	200
Spectra Logic Corporation	14728.3	0.0018	1	0.002	375
Harris Corporation	543137.17	0.0022	6	0.0122	15500
Gorman Machine Corp	27657.73	0.0018	2	0.0041	10
Bcs Life Support, Llc	68666.34	0.0018	1	0.002	3
Cuyahoga County	4375.0	0.0018	1	0.002	145
Value-tronics International Incorporated	18572.5	0.0018	2	0.0041	22
Blue Marble Space	32999.54	0.0018	2	0.0041	0
Syncon, Llc	21122.78	0.0018	1	0.002	8
National Instruments Corporation	210445.16	0.0019	17	0.0346	7114
Shi International Corporation	9969.29	0.0018	2	0.0041	2000
National Space Grant Foundation, Incorporated (the)	207398.2	0.0019	3	0.0061	2
Trimble Navigation Limited	12837.0	0.0018	1	0.002	2000
Regents Of The University Of Michigan	24825021.72	0.0202	66	0.1344	42000
Beach Trading, Corp	-113.1	0.0018	1	0.002	4
Unitron Ltd.	3417.2	0.0018	1	0.002	10
Chem Image Bio Threat Llc	124918.0	0.0019	1	0.002	70
Micro Epsilon America, Limited Partnership	14265.0	0.0018	1	0.002	10
Children's Museum Of Indianapolis Incorporated	675743.0	0.0023	1	0.002	312
Forrester Research Incorporated	92086.85	0.0018	3	0.0061	1208
Scheu And Scheu Incorporated	12495.0	0.0018	1	0.002	25
Photonis France	9115.0	0.0018	1	0.002	1100
Optical Physics Company	249587.0	0.0019	2	0.0041	18
Sensor Systems, Llc	56469.0	0.0018	1	0.002	110
Jentek Sensors Incorporated	894855.1	0.0024	2	0.0041	32
Dixon Pumps Incorporated	4162.22	0.0018	1	0.002	15
Gmc-merrick Joint Venture,llp	1680319.4	0.003	7	0.0143	771
3e Technologies International Incorporated	15334.76	0.0018	1	0.002	4000
Theiss Research	26699.0	0.0018	1	0.002	3
Allen Tool Phoenix Incorporated	71951.0	0.0018	4	0.0081	20
Analytical Mechanics Associates Incorporated	157233.43	0.0019	4	0.0081	90
University Of Idaho	775002.15	0.0023	6	0.0122	2500
Aeroprobe Corporation	749926.0	0.0023	1	0.002	26
Univ Calif Santa Cruz	11882123.27	0.0106	5	0.0102	3000
National Mailing Systems Incorporated	-1316.0	0.0018	1	0.002	75
Exxact Corporation	11647.98	0.0018	1	0.002	12
Pacific Instruments Incorporated	3210853.6	0.0041	5	0.0102	18
Brph Architects Engineers Incorporated	744860.0	0.0023	7	0.0143	172
Quasonix, Llc	19745.0	0.0018	1	0.002	32
Ars International Incorporated	15137.0	0.0018	1	0.002	74
Safer Systems, Llc	2584.0	0.0018	1	0.002	21
Boeing Company	140784401.0	0.1064	6	0.0122	160000
Brimrose Technology Corporation	124865.0	0.0019	1	0.002	10
Virtual Media Integration, Ltd	3494.0	0.0018	1	0.002	16
Aster Labs Incorporated	249980.0	0.0019	2	0.0041	6
Green Lantern, Llc	-2448.0	0.0018	1	0.002	5
Fratello Incorporated	226907.0	0.0019	2	0.0041	3
L-3 Services Incorporated	9512838.93	0.0088	8	0.0163	63700
Test Systems Incorporated	6828.0	0.0018	1	0.002	1
California Institute Of Technology	698933199.07	0.521	491	1.0	8900
Centra Technology Incorporated	229968.0	0.0019	1	0.002	0
Paydarfar Industries Incorporated	268121.91	0.002	13	0.0265	41
Prodyn Epes Llc	66154.78	0.0018	4	0.0081	120
Sgt Incorporated	107483835.77	0.0816	86	0.1752	975
Liquidmetal Technologies Incorporated	124962.94	0.0019	1	0.002	20
Asca Incorporated	624338.52	0.0022	6	0.0122	7
Duke University	221122.44	0.0019	9	0.0183	31000
Optinav Incorporated	54465.0	0.0018	1	0.002	1
Elliott Aviation Incorporated	18977.3	0.0018	2	0.0041	360
Northrop Grumman Space And Mission Systems Corporation	217318323.0	0.1632	3	0.0061	18000
Roland International Freight Services Incorporated	2472.79	0.0018	2	0.0041	4
Em Research Incorporated	6368.0	0.0018	1	0.002	36
Aspen Of D.C. Incorporated	47932.97	0.0018	6	0.0122	140
Paragon Tec Incorporated	3407926.74	0.0043	12	0.0244	40
Syneren Technologies Corporation	194238.0	0.0019	3	0.0061	41
Sample Machining Incorporated	-39.8	0.0018	1	0.002	38
Harp Engineering Llc	749999.0	0.0023	1	0.002	4
Noldus Information Technology Incorporated	11415.0	0.0018	1	0.002	19
Carahsoft Technology Corporation	327367.55	0.002	34	0.0692	180
Shoptech Industrial Software Corporation	15743.0	0.0018	1	0.002	116
Aero Components & Electronics, Llc	4125.0	0.0018	1	0.002	7
Jdd Incorporated	50055.43	0.0018	5	0.0102	60
Server Supply.Com Incorporated	17425.0	0.0018	1	0.002	0
Westat Incorporated	211443.0	0.0019	1	0.002	1650
Holliday Construction Llc	9597.71	0.0018	1	0.002	25
N&r Engnering Mgt Support Svcs	356513.51	0.002	7	0.0143	15
Ada Core Technologies Incorporated	32594.0	0.0018	1	0.002	28
Aurostar Corporation	69265.0	0.0018	1	0.002	2
Institute For Scientific Research Incorporated	18456.0	0.0018	1	0.002	94
Albany State University	74575.0	0.0018	1	0.002	675
Adek Technical Sales Incorporated	4626.1	0.0018	1	0.002	12
Excel Service Solutions Incorporated	8695.0	0.0018	1	0.002	2
Creative Sign Service Incorporated	77116.0	0.0018	1	0.002	25
Universities Space Research Association	44882292.46	0.0351	129	0.2627	470
Inertial Airline Services Incorporated	0.0	0.0018	2	0.0041	1800
Trustees Of Clark University	162751.51	0.0019	2	0.0041	700
Force 3 Incorporated	1172820.26	0.0026	13	0.0265	288
Southland International Trucks Incorporated	16766.0	0.0018	1	0.002	200
Univ Calif Berkeley	854699.89	0.0024	2	0.0041	280
Osaka Vacuum Usa Incorporated	26459.0	0.0018	1	0.002	3
Swinerton Builders	230157.17	0.0019	21	0.0428	960
Ipg Photonics Corporation	4973.52	0.0018	1	0.002	2200
The Trustees Of Columbia University In The City Of New York Incorporated	3364210.72	0.0043	13	0.0265	25000
The Wallops Exchange And Moral	49127.85	0.0018	11	0.0224	20
Miller, Lynsel	3895.0	0.0018	1	0.002	1
Analytical Mechanics Associate	-971.59	0.0018	1	0.002	60
Atlas Material Testing Technology Llc	19175.64	0.0018	1	0.002	12400
Jrh Electronics Llc	130624.11	0.0019	6	0.0122	9
Urs Federal Technical Services Incorporated	45520988.08	0.0356	38	0.0774	45000
Spectral Evolution Incorporated	88343.76	0.0018	1	0.002	10
New England Aquarium Corporation	23728.0	0.0018	1	0.002	210
Toptica Photonics Incorporated	26724.0	0.0018	1	0.002	170
Fbgs International Nv	4639.76	0.0018	1	0.002	13
Optra Incorporated	748966.0	0.0023	1	0.002	14
Hartzell Fan Incorporated	0.0	0.0018	2	0.0041	220
Ofus Corporation	34693.88	0.0018	1	0.002	8
Aei Systems	24999.0	0.0018	1	0.002	15
Mcdonnell Douglas Helicopter Company	-992.58	0.0018	1	0.002	155300
Bloom Energy Corporation	76948.0	0.0018	1	0.002	405
Federal Resources Supply Company	21573.57	0.0018	1	0.002	103
Mecx Limited Liability Company	443682.72	0.0021	1	0.002	33
Cepeda Systems & Software Analysis Incorporated	436036.86	0.0021	10	0.0204	28
Softchoice Corporation	355602.74	0.002	20	0.0407	667
Stepper3 Llc	4125.0	0.0018	1	0.002	6
Pioneer Astronautics	124946.0	0.0019	1	0.002	7
Four Points Technology, Llc	1775270.37	0.0031	29	0.0591	49
Comfort & Hays Electric Incorporated	54946.0	0.0018	1	0.002	8
Metro Travel Services Incorporated	3465.0	0.0018	1	0.002	15
Lambda Research Optics Incorporated	7325.0	0.0018	1	0.002	110
Marlin Manufacturing Corporation	4091.36	0.0018	2	0.0041	68
San Francisco Community College District	2484.0	0.0018	1	0.002	0
Charles River Analytics Incorporated	124984.0	0.0019	1	0.002	102
Invocon Incorporated	141821.0	0.0019	2	0.0041	22
Base Optics Incorporated	-32.85	0.0018	1	0.002	4
Museum Of Science & Industry	694219.25	0.0023	1	0.002	381
American Institute Of Physics Incorporated	28515.0	0.0018	1	0.002	250
Boston College, Trustees Of	167624.01	0.0019	4	0.0081	2400
Praecis Incorporated	24995.0	0.0018	1	0.002	4
Process Valve & Equipment Co Incorporated	24429.0	0.0018	1	0.002	4
Anixter Incorporated	39253.0	0.0018	1	0.002	8000
All Business Machines Incorporated	17768.37	0.0018	2	0.0041	11
Cami Research Incorporated	-35.0	0.0018	1	0.002	10
Asteria Consultants Llc	38551.64	0.0018	1	0.002	2
Streamline Automation, Llc	749926.0	0.0023	1	0.002	15
Science Applications International Corporation	13482814.67	0.0118	55	0.112	45600
Satlantic Lp	81317.29	0.0018	1	0.002	32
Frazier Engineering Incorporated	696846.82	0.0023	1	0.002	15
Smartronix Tds, Llc	26676.21	0.0018	1	0.002	550
Mikrolar Incorporated	13979.0	0.0018	1	0.002	8
Carl Zeiss Microscopy Llc.	9895.41	0.0018	3	0.0061	24100
Rmci Incorporated	19888.0	0.0018	1	0.002	20
Space Systems/loral, Llc	2203504.0	0.0034	3	0.0061	3000
Board Of Regents Of The University Of Nebraska	258777.0	0.002	5	0.0102	5400
Gpserv Incorporated	72946.0	0.0018	1	0.002	6
International Business Machines Corporation	265631.78	0.002	8	0.0163	432940
Siemens Product Lifecycle Management Software Incorporated	92665.66	0.0018	3	0.0061	450000
Synthecon Incorporated	28242.94	0.0018	1	0.002	8
University Of North Carolina At Wilmington	-324.28	0.0018	1	0.002	2000
University Of Florida	1475253.0	0.0029	20	0.0407	25484
Hartzell Propeller Incorporated	15556.42	0.0018	2	0.0041	275
Vloc Incorporated	17133.95	0.0018	2	0.0041	4500
Johnson Contractors Incorporated	815445.0	0.0024	16	0.0326	195
Tetra Tech Nus Incorporated	317214.2	0.002	4	0.0081	7000
County Of Harris	1683.0	0.0018	1	0.002	500
Intusoft	11213.0	0.0018	2	0.0041	10
Ron Dieck Associates Incorporated	17759.5	0.0018	1	0.002	2
Anasphere Incorporated	749917.0	0.0023	1	0.002	6
A-mezz Industrial Structures Incorporated	18369.6	0.0018	1	0.002	5
J T Vaughn Construction, Llc	628981.0	0.0022	11	0.0224	550
Vj Supply Incorporated	33283.55	0.0018	1	0.002	2
Peerless Mill Supply Co Incorporated	7186.8	0.0018	1	0.002	28
Keysight Technologies Incorporated	215178.64	0.0019	7	0.0143	9500
Linde Gas Usa Llc	-89.84	0.0018	1	0.002	2070
Tony Watson Electric Incorporated	5712.0	0.0018	1	0.002	14
Spectra-dynamics Incorporated	195.0	0.0018	1	0.002	1
Atk Launch Systems Incorporated	87966436.0	0.0671	4	0.0081	4800
Ed Fagan Incorporated	82.7	0.0018	1	0.002	25
University Of South Florida	1884016.08	0.0032	14	0.0285	6500
Life Fitness, A Division Of Brunswick	1924.0	0.0018	1	0.002	613
North Carolina Central University	-332147.0	0.0015	1	0.002	0
Appli-tec Incorporated	2514.0	0.0018	1	0.002	25
The Science Museum Of Minnesota	999998.0	0.0025	1	0.002	0
Anthony Wayne Rehabilitation Center For Handicapped And Blind Incorporated	1004801.1	0.0025	3	0.0061	350
Acromag Incorporated	12979.89	0.0018	1	0.002	67
Ansys Incorporated	710448.06	0.0023	18	0.0367	0
M. C. Gill Corporation	8395.0	0.0018	1	0.002	300
Rfcuny - City College	93584.0	0.0018	1	0.002	6000
Pacific Gas And Electric Company	-751.27	0.0018	2	0.0041	20000
Electro Rent Corporation	1053.1	0.0018	2	0.0041	340
Woods Hole Oceanographic Institution	2026372.28	0.0033	16	0.0326	986
Visual Instrumentation Corp	7295.0	0.0018	1	0.002	5
Western Michigan University	197743.0	0.0019	2	0.0041	3909
Mindrum Precision Products	38682.6	0.0018	1	0.002	45
Ems Acquisition Corporation	34174.0	0.0018	1	0.002	45
English, Bleeker & Associates Incorporated	34829.0	0.0018	2	0.0041	20
Erg Aerospace Corporation	-143.0	0.0018	1	0.002	25
Ball Aerospace And Technologies Corporation	2639967.0	0.0037	10	0.0204	3150
Mainthia Technologies Incorporated	2114655.98	0.0033	85	0.1731	200
Bae Systems Information And Electronic Systems Integration I	-476643.76	0.0014	1	0.002	100000
Gentech Partners Joint Venture	5611887.0	0.0059	39	0.0794	0
Space Gateway Support	53552.0	0.0018	2	0.0041	2700
Techshot Incorporated	549658.0	0.0022	4	0.0081	25
Corporate Interiors Incorporated	12921.48	0.0018	1	0.002	25
Tinius Olsen Testing Machine Company	8648.0	0.0018	1	0.002	162
W. Nuhsbaum Incorporated	13948.5	0.0018	1	0.002	19
Absolute Calibration & Consulting Services Llc	26772.38	0.0018	1	0.002	1
Semi Usa Corporation	173998.84	0.0019	7	0.0143	163000
Gloyer-taylor Laboratories Llc	124929.0	0.0019	1	0.002	16
Will Technology Incorporated	4917.4	0.0018	4	0.0081	50
Makerbot Industries, Llc	6752.55	0.0018	1	0.002	395
Ritter Technology, Llc	7885.0	0.0018	1	0.002	159
Arctic Research Consortium Of The United States Incorporated	25715.0	0.0018	1	0.002	12
Crystek Crystals Corporation	16427.15	0.0018	1	0.002	36
T. Simons Co Incorporated	774623.25	0.0023	13	0.0265	19
Rosenbauer America, Llc	29898.0	0.0018	1	0.002	524
Coastal Elevator Service Corporation	58765.0	0.0018	1	0.002	60000
Mymic, Llc	124994.0	0.0019	1	0.002	88
University Of Southern Mississippi	293691.64	0.002	8	0.0163	1800
Mississippi State University	293018.56	0.002	4	0.0081	4500
Monterey Technologies Incorporated	153707.7	0.0019	4	0.0081	14
Tauri Group, Llc	562570.68	0.0022	3	0.0061	198
University Corporation For Atmospheric Research (ucar)	995335.63	0.0025	2	0.0041	1462
Pdg Incorporated	450784.49	0.0021	4	0.0081	42
University Of Texas Medical Branch At Galveston	218263.0	0.0019	1	0.002	13733
Techno-sciences Incorporated	376595.0	0.002	1	0.002	72
The Whitestone Group, Incorporated	166406.58	0.0019	12	0.0244	312
Huntington Alloys Corporation	22616.91	0.0018	1	0.002	900
Microtechnologies Llc	86889.35	0.0018	3	0.0061	420
Wasatch Photonics Incorporated	8482.5	0.0018	1	0.002	45
Hexagon Metrology Incorporated	32197.16	0.0018	5	0.0102	8179
Orion Enterprises	-39936.0	0.0017	1	0.002	1
Center For Creative Leadership Incorporated	2151.0	0.0018	4	0.0081	567
The Virginia Air And Space Center	589423.0	0.0022	1	0.002	70
Cubrc Incorporated	79995.52	0.0018	1	0.002	110
Cordata Incorporated	67433.0	0.0018	1	0.002	2
Cryofab Incorporated	10308.0	0.0018	2	0.0041	49
Leland Junior Stanford Univers	166865.0	0.0019	1	0.002	15000
University Of Texas Health Science Center Of San Antonio	326535.0	0.002	1	0.002	3000
Petroleum Traders Corporation	116938.76	0.0018	14	0.0285	95
P A I Corp	68345.73	0.0018	1	0.002	155
Barron Associates Incorporated	873984.0	0.0024	4	0.0081	29
Delphon Industries, Llc	48633.0	0.0018	1	0.002	28
President & Fellows Of Harvard College	2672880.42	0.0037	33	0.0672	9999
Vantage Systems Incorporated	793643.85	0.0024	15	0.0305	30
Coherent Technical Services Incorporated	56679.2	0.0018	1	0.002	87
Trustees Of Indiana University	7009.28	0.0018	5	0.0102	19992
United Silicon Carbide Incorporated	745266.0	0.0023	1	0.002	15
Cree Incorporated	148566.55	0.0019	4	0.0081	6600
Optigrate Corporation	9975.0	0.0018	1	0.002	35
Pacer Usa, Llc	59635.0	0.0018	1	0.002	5
Jefferson Consulting Group, Llc	229633.24	0.0019	3	0.0061	19
Tethers Unlimited Incorporated	974957.0	0.0025	3	0.0061	15
Irpi Llc	749939.0	0.0023	1	0.002	3
Optima Stantron Corporation	4253.42	0.0018	1	0.002	250
Appalachian State University	-137.92	0.0018	1	0.002	2600
L-3 Communications Cincinnati Electronics Corporation	13399416.91	0.0117	3	0.0061	64600
Resodyn Acoustic Mixers Incorporated	38316.0	0.0018	1	0.002	4
Rjh Air Conditioning And Refrigeration Service	31524.0	0.0018	1	0.002	23
Airtec Incorporated	1647555.64	0.003	12	0.0244	28
Adventium Enterprises, Llc	749883.0	0.0023	1	0.002	29
Grimberg/amatea Jv	95133.0	0.0018	3	0.0061	0
Amics Incorporated	20532.0	0.0018	3	0.0061	10
Drd Laboratory, Llc	13781.34	0.0018	1	0.002	2
Texas A & M University-corpus Christi	151781.0	0.0019	1	0.002	1400
Christopher Newport University	79041.56	0.0018	4	0.0081	2509
Elsevier B.V.	358680.2	0.002	4	0.0081	8000
Ec America Incorporated	47258.56	0.0018	1	0.002	220
University Of Maryland	18130628.86	0.0152	108	0.22	12254
Predictive Science Incorporated	654461.89	0.0022	5	0.0102	13
The Ultimate Software Group Inc	7799.16	0.0018	1	0.002	1
Valador Incorporated	9102510.83	0.0085	44	0.0896	11
Ge Intelligent Platforms Embedded Systems Incorporated	-22.99	0.0018	1	0.002	30000
Solana Scientific Incorporated	128419.0	0.0019	1	0.002	2
Carpenter Powder Products Incorporated	183125.0	0.0019	1	0.002	3500
Intersense, Llc	-61365.0	0.0017	1	0.002	16
Wichita Tribal Enterprises, Llc	5077252.56	0.0055	57	0.1161	19
B Line Express Incorporated	114894.0	0.0018	3	0.0061	11
New York University	28173.89	0.0018	3	0.0061	7942
Quest Thermal Group, Llc	129911.0	0.0019	1	0.002	7
Gill Metal Fab Incorporated	12836.27	0.0018	1	0.002	24
Analytical Services Incorporated	1416663.0	0.0028	21	0.0428	172
University Of Delaware	529199.03	0.0022	5	0.0102	3941
Aether Industries, Llc	124648.0	0.0019	1	0.002	3
Intelligent Optical Systems Incorporated	254679.0	0.0019	2	0.0041	30
Bias Corporation	18182.5	0.0018	1	0.002	50
Kepner-tregoe Incorporated	-419.45	0.0018	1	0.002	200
Gulfstream Aerospace Corporation (georgia)	31386.96	0.0018	5	0.0102	12650
 Trustees Of Princeton University	1290259.51	0.0027	14	0.0285	6063
Vital Signs, Llc	-6371.82	0.0018	1	0.002	30
Precision Combustion Incorporated	219962.0	0.0019	3	0.0061	39
Mil-spec Painting Incorporated	403.0	0.0018	2	0.0041	16
Thomas, Miller & Partners, Pllc	-98518.0	0.0017	1	0.002	32
Advanced Cooling Technologies Incorporated	611128.0	0.0022	6	0.0122	75
The Reno Machine Company, Incorporated	5399.0	0.0018	1	0.002	60
Tda Research Incorporated	874992.0	0.0024	2	0.0041	79
Brigham Young University	477113.36	0.0021	4	0.0081	5500
University Of California, Los Angeles	4321879.07	0.005	59	0.1202	9999
H&s Environmental Incorporated	48451.0	0.0018	1	0.002	26
Arcam Cad To Metal Incorporated	19975.0	0.0018	1	0.002	36
Flowserve Corporation	56578.0	0.0018	1	0.002	14000
Plus Consulting, Llc	13837.0	0.0018	1	0.002	36
University Of Vermont & State Agricultural College	748259.61	0.0023	2	0.0041	3871
Brooks Automation Incorporated	45493.87	0.0018	3	0.0061	1800
Global Vacuum Llc	5635.0	0.0018	1	0.002	1
Naturalpoint Incorporated	6292.79	0.0018	1	0.002	38
Logistics Management Institute	2651860.09	0.0037	9	0.0183	920
East Carolina University	223643.0	0.0019	2	0.0041	5500
Technica Corporation	650006.94	0.0022	6	0.0122	165
Anna Lisa Luna Construction Incorporated	961673.0	0.0025	5	0.0102	5
Marva Goldsmith & Associates Incorporated	3497.0	0.0018	1	0.002	1
Reed Integration Incorporated	2618097.07	0.0037	11	0.0224	21
Boston Micromachines Corporation	198.0	0.0018	1	0.002	10
Georgia Tech Research Corporation	3314387.62	0.0042	31	0.0631	933
Space Gateway Support, Llc	107959.64	0.0018	2	0.0041	2700
Nu Waves Ltd.	124999.0	0.0019	1	0.002	40
Crawford Resources Incorporated	-258.1	0.0018	1	0.002	3
The Charles Stark Draper Laboratory Incorporated	1322399.6	0.0027	7	0.0143	1339
Wecsys Llc	3246.18	0.0018	1	0.002	8
Reliasoft Corporation	11877.75	0.0018	1	0.002	69
Oakwood University Incorporated	94975.76	0.0018	2	0.0041	300
Jtc Contracting Incorporated	5312.5	0.0018	1	0.002	25
Process Dynamics Incorporated	4654.0	0.0018	1	0.002	5
Mcghee Productivity Solutions Incorporated	6059.64	0.0018	5	0.0102	35
Sabreliner Aviation Llc	24982.2	0.0018	1	0.002	202
Strategic Thought Incorporated	134661.9	0.0019	1	0.002	15
Photon Design Ltd	446.0	0.0018	1	0.002	8
Noble Sales Co Incorporated	50084.33	0.0018	3	0.0061	10
Stratasys Incorporated	73963.0	0.0018	1	0.002	714
Olympus Scientific Solutions Americas Incorporated	125481.9	0.0019	8	0.0163	1500
Nei Corporation	374979.0	0.002	3	0.0061	22
Villanova University In The State Of Pennsylvania	255406.44	0.002	5	0.0102	2555
Newport News, City Of	44563.0	0.0018	2	0.0041	7830
V Rose Microsystems Incorporated	7788.0	0.0018	1	0.002	6
Reed Elsevier Incorporated	77946.0	0.0018	6	0.0122	36
Prudential Residential Services Limited Partnership (3622)	-628876.06	0.0013	6	0.0122	843
Office Master Incorporated	5793.12	0.0018	1	0.002	48
Agile Risk Management Llc	9736.5	0.0018	1	0.002	4
Spoth, Juliann	-281.25	0.0018	1	0.002	1
Kalscott Engineering Incorporated	874403.0	0.0024	2	0.0041	4
Pearne And Gordon Llp	-1293.0	0.0018	1	0.002	50
Norsk Romsenter	2472429.0	0.0036	2	0.0041	0
Terrace Construction Company Incorporated	279316.27	0.002	2	0.0041	100
Bay Area Environmental Research Institute Incorporated	7340833.11	0.0072	31	0.0631	43
Cox Communications Hampton Roads, Llc	13826.28	0.0018	2	0.0041	21323
Waters Technologies Corporation	62275.25	0.0018	1	0.002	5000
Wind River Systems Incorporated	17225.0	0.0018	1	0.002	1900
Ilc Dover Lp	1250151.0	0.0027	3	0.0061	1501
Carnegie Institute	35468.5	0.0018	2	0.0041	1250
B. W. Rogers Company	-462.17	0.0018	1	0.002	231
Creative Solutions International	208640.72	0.0019	3	0.0061	2
Danmarks Tekniske Universitet Drc	33811.0	0.0018	1	0.002	5227
Air Liquide America Specialty Gases Llc	4145.0	0.0018	1	0.002	550
Nd Satcom Incorporated	-618.9	0.0018	1	0.002	350
Gravitec Systems Incorporated	20241.0	0.0018	2	0.0041	45
Pci Geomatics Usa Incorporated	18593.42	0.0018	1	0.002	2
American Fire Technologies, In	3422.21	0.0018	1	0.002	22
Yokogawa Corporation Of America	36955.0	0.0018	1	0.002	954
Saw Service And Supply Company	23125.0	0.0018	1	0.002	64
Adnet Systems Incorporated	18530531.03	0.0155	15	0.0305	275
L Cortese & Company	86319.85	0.0018	1	0.002	2
